client_send_time,network_time,server_receive_time,image_save_time,image_preprocessed_time,image_predicted_time,qoe_computed_time,event_produced_time,response_create_time,client_receive_time
1134349.360428299,0.787,1134335.403460539,1134335.40553769,1134335.411484565,1134335.428461333,1134335.428497952,1134335.429267741,1134335.429461265,1134349.390668751
1134349.390769872,0.787,1134335.433460144,1134335.435390287,1134335.441057686,1134335.458566035,1134335.458602494,1134335.459379376,1134335.459564816,1134349.420845226
1134349.420942509,0.787,1134335.463483182,1134335.465474931,1134335.470713693,1134335.486396636,1134335.486410232,1134335.487126911,1134335.487217852,1134349.44810517
1134349.448193136,0.787,1134335.490452692,1134335.492117446,1134335.497687752,1134335.513594556,1134335.513606027,1134335.514296006,1134335.514392528,1134349.475297157
1134349.475385464,0.787,1134335.517958792,1134335.519807151,1134335.52725901,1134335.54364164,1134335.543653031,1134335.544381181,1134335.544467645,1134349.505246802
1134349.505319619,0.787,1134335.54741363,1134335.549048017,1134335.554503547,1134335.570612923,1134335.570624365,1134335.571296771,1134335.571387391,1134349.532172437
1134349.532266073,0.787,1134335.574459103,1134335.576127665,1134335.581351989,1134335.597568347,1134335.597579257,1134335.598279836,1134335.59835633,1134349.5592621
1134349.559361557,0.787,1134335.601531337,1134335.60316932,1134335.608354922,1134335.624035571,1134335.624046993,1134335.62481113,1134335.624886974,1134349.58567126
1134349.585763483,0.787,1134335.628147752,1134335.629757753,1134335.634922325,1134335.650644993,1134335.650655783,1134335.651251475,1134335.651326375,1134349.612282381
1134349.612398831,0.787,1134335.654685459,1134335.656272818,1134335.661442619,1134335.677064017,1134335.677075098,1134335.677794251,1134335.677868992,1134349.638662618
1134349.638756776,0.787,1134335.681062023,1134335.682712059,1134335.688229656,1134335.704183108,1134335.704195591,1134335.704944872,1134335.705045552,1134349.6657785
1134349.66586303,0.787,1134335.708107616,1134335.709953651,1134335.715536922,1134335.732097737,1134335.732109058,1134335.732888175,1134335.732962575,1134349.693680436
1134349.69376814,0.787,1134335.735921275,1134335.73754401,1134335.742662174,1134335.757944423,1134335.757956686,1134335.758709784,1134335.758789764,1134349.719558493
1134349.719643163,0.787,1134335.76169308,1134335.763314653,1134335.768299066,1134335.78410518,1134335.784116292,1134335.784838682,1134335.784916609,1134349.745661206
1134349.745736759,0.787,1134335.788462944,1134335.790379793,1134335.79583909,1134335.812310707,1134335.812325255,1134335.813072161,1134335.813178411,1134349.774230951
1134349.774359202,0.787,1134335.816975659,1134335.818713861,1134335.823949688,1134335.839866271,1134335.839879375,1134335.840573181,1134335.840667369,1134349.801710079
1134349.801842448,0.787,1134335.844335354,1134335.84595884,1134335.850980113,1134335.866544612,1134335.866556215,1134335.867282442,1134335.867358916,1134349.828275301
1134349.828388875,0.787,1134335.870652365,1134335.872239864,1134335.877389588,1134335.893032075,1134335.893043156,1134335.893699411,1134335.893774042,1134349.854533818
1134349.854631483,0.787,1134335.896871433,1134335.898515307,1134335.903679128,1134335.91910113,1134335.91911195,1134335.919879435,1134335.919957632,1134349.880749325
1134349.880835477,0.787,1134335.922961657,1134335.924575085,1134335.929514974,1134335.945294038,1134335.945305911,1134335.946057264,1134335.94613434,1134349.906878116
1134349.90696016,0.787,1134335.948977171,1134335.951094016,1134335.956481318,1134335.972374126,1134335.972385628,1134335.972970508,1134335.973069264,1134349.933761622
1134349.933844447,0.787,1134335.976891981,1134335.979120336,1134335.985174583,1134336.002163354,1134336.002197729,1134336.003039383,1134336.003220234,1134349.964417438
1134349.964501978,0.787,1134336.007093596,1134336.008931726,1134336.015019926,1134336.032442895,1134336.032476358,1134336.03321045,1134336.033411809,1134349.994709379
1134349.994779822,0.787,1134336.037209949,1134336.039102542,1134336.045247169,1134336.06254402,1134336.062578745,1134336.063350218,1134336.063546578,1134350.024704429
1134350.024785011,0.787,1134336.067215685,1134336.068933909,1134336.074110354,1134336.090398055,1134336.090411941,1134336.091172103,1134336.091262864,1134350.052151377
1134350.05223263,0.787,1134336.095107421,1134336.097309155,1134336.103599477,1134336.120581035,1134336.120616291,1134336.121446884,1134336.121625742,1134350.082715622
1134350.08279406,0.787,1134336.125103579,1134336.12684672,1134336.131842895,1134336.147902086,1134336.14791487,1134336.148615539,1134336.148702694,1134350.109452861
1134350.109629233,0.787,1134336.151884714,1134336.153483814,1134336.158408926,1134336.173904395,1134336.173915095,1134336.17460246,1134336.174681288,1134350.135376076
1134350.135454713,0.787,1134336.177594382,1134336.1792085,1134336.184313681,1134336.199869234,1134336.199880836,1134336.200645005,1134336.200722481,1134350.161706515
1134350.161790223,0.787,1134336.204067788,1134336.205908864,1134336.211074077,1134336.226525975,1134336.226537617,1134336.22718752,1134336.227264616,1134350.187990581
1134350.188119364,0.787,1134336.230217184,1134336.231836182,1134336.236975216,1134336.252547361,1134336.252558552,1134336.253239944,1134336.253315828,1134350.214079258
1134350.214161713,0.787,1134336.256316656,1134336.257915536,1134336.262809108,1134336.277732662,1134336.277743542,1134336.278471482,1134336.278548077,1134350.239279518
1134350.239357906,0.787,1134336.28144485,1134336.283021809,1134336.287915941,1134336.303333275,1134336.303343814,1134336.304062237,1134336.304137689,1134350.264849096
1134350.264931261,0.787,1134336.307087852,1134336.308666044,1134336.313893434,1134336.329067609,1134336.329078379,1134336.329820827,1134336.329897412,1134350.290662083
1134350.290751171,0.787,1134336.33283923,1134336.33444876,1134336.33959139,1134336.354909236,1134336.354920517,1134336.355589177,1134336.355665019,1134350.316408965
1134350.316497211,0.787,1134336.358647743,1134336.360242906,1134336.365331166,1134336.38013836,1134336.380149651,1134336.380880667,1134336.380957803,1134350.341741276
1134350.34182333,0.787,1134336.3839529,1134336.385532254,1134336.390581318,1134336.40553064,1134336.405541552,1134336.406264152,1134336.406341247,1134350.367077921
1134350.367159726,0.787,1134336.409289928,1134336.410877206,1134336.416026389,1134336.431505098,1134336.43151701,1134336.432138039,1134336.432215365,1134350.392936996
1134350.393072391,0.787,1134336.435200714,1134336.437062279,1134336.442398083,1134336.458281404,1134336.458292595,1134336.459031726,1134336.459109072,1134350.419817726
1134350.419900612,0.787,1134336.462147442,1134336.463779865,1134336.469308412,1134336.48514844,1134336.485159611,1134336.485917108,1134336.486017797,1134350.446733442
1134350.446814484,0.787,1134336.488926944,1134336.490530042,1134336.49614942,1134336.512219372,1134336.512230212,1134336.512869405,1134336.512945649,1134350.473655436
1134350.473736089,0.787,1134336.515848604,1134336.517469615,1134336.523244195,1134336.543393357,1134336.543405109,1134336.544153517,1134336.544235502,1134350.50498264
1134350.505109539,0.787,1134336.54719861,1134336.54879779,1134336.554671497,1134336.570994255,1134336.571035833,1134336.571901854,1134336.571977997,1134350.532718582
1134350.53279682,0.787,1134336.574967555,1134336.576596311,1134336.581919592,1134336.597904534,1134336.597915334,1134336.598498422,1134336.598572862,1134350.559396148
1134350.559474986,0.787,1134336.601681804,1134336.603286956,1134336.608763746,1134336.624772132,1134336.624782842,1134336.625530789,1134336.625609839,1134350.586344666
1134350.586424988,0.787,1134336.629353225,1134336.631330458,1134336.637328639,1134336.654722884,1134336.65473669,1134336.655447247,1134336.655553928,1134350.616378641
1134350.616457649,0.787,1134336.65910837,1134336.660853315,1134336.666533557,1134336.682817482,1134336.682830006,1134336.683564808,1134336.683665789,1134350.644501502
1134350.644581784,0.787,1134336.687119631,1134336.689161935,1134336.695159856,1134336.71179404,1134336.711806293,1134336.712441228,1134336.712534704,1134350.673349488
1134350.67342991,0.787,1134336.715734177,1134336.717469755,1134336.722568322,1134336.739768111,1134336.739780965,1134336.740439304,1134336.740525747,1134350.701415233
