client_send_time,network_time,server_receive_time,image_save_time,image_preprocessed_time,image_predicted_time,qoe_computed_time,event_produced_time,response_create_time,client_receive_time
625242.136866247,0.0009448489754125475,625228.122818029,625228.124742584,625228.130247945,625228.147267493,625228.147298371,625228.148524779,625228.14866496,625242.167500096
625242.167669845,0.0009218849316760883,625228.154258537,625228.156653273,625228.162515262,625228.179274052,625228.179306291,625228.183730548,625228.183878655,625242.20259773
625242.202742172,0.0008760019113197917,625228.189258391,625228.19147322,625228.197561674,625228.215155076,625228.215181996,625228.216222846,625228.216351908,625242.234931174
625242.23509945,0.0008423349667564042,625228.221233931,625228.223523019,625228.229290411,625228.246138167,625228.246167652,625228.247170851,625228.247301335,625242.265865785
625242.266030475,0.0008962989879846561,625228.252214508,625228.254392357,625228.260195986,625228.277061285,625228.277087815,625228.278112734,625228.278238881,625242.296734774
625242.2968546,0.0008931560290306798,625228.283094776,625228.285345402,625228.291179248,625228.308286109,625228.308315584,625228.309553473,625228.309707381,625242.328200756
625242.328324499,0.000942304995819928,625228.314554129,625228.316813831,625228.322635155,625228.339737788,625228.339766932,625228.341141687,625228.341277251,625242.359817804
625242.359941577,0.000866408075265588,625228.346223315,625228.34847855,625228.354441388,625228.371315392,625228.371340369,625228.372410383,625228.372539074,625242.390921985
625242.391066777,0.0007844179073721175,625228.377044623,625228.378934162,625228.384741268,625228.401304862,625228.401333886,625228.402653388,625228.402804711,625242.421366195
625242.421496078,0.000980229940906168,625228.407881831,625228.410085137,625228.416216471,625228.432843253,625228.432870133,625228.434049332,625228.434190887,625242.452764308
625242.452904282,0.0009664459641799336,625228.439267135,625228.441428062,625228.447493854,625228.465038886,625228.465066467,625228.466153793,625228.46630163,625242.484946728
625242.48513402,0.0008244370556175704,625228.471413806,625228.473539236,625228.47929666,625228.496361633,625228.496394253,625228.497722051,625228.497865009,625242.516480457
625242.516634988,0.0009602810351401585,625228.502898125,625228.505033465,625228.510774668,625228.52735896,625228.52738591,625228.528534392,625228.528668964,625242.547244269
625242.547375725,0.0009191519807130108,625228.533703192,625228.535900498,625228.541904163,625228.558712224,625228.558740808,625228.559924045,625228.560084254,625242.578648877
625242.578774954,0.0008727570939734593,625228.564972419,625228.5671564,625228.57304,625228.589913614,625228.589941326,625228.590959353,625228.591120926,625242.609664711
625242.60979684,0.0009044080252647406,625228.596171635,625228.598390511,625228.604723052,625228.621659424,625228.621685102,625228.622763502,625228.622895549,625242.641489248
625242.641658627,0.0009512700872346749,625228.627829651,625228.630134537,625228.636227179,625228.652820969,625228.652850394,625228.653951567,625228.654110244,625242.672618897
625242.6727432,0.0009338400676399475,625228.658967321,625228.661274352,625228.667262548,625228.683757132,625228.68378275,625228.684847515,625228.68497285,625242.70362904
625242.703785274,0.0009599370095804347,625228.690085825,625228.692273533,625228.698607236,625228.715741599,625228.715771134,625228.716903114,625228.717060679,625242.735737211
625242.735864531,0.0008900870212763534,625228.721968481,625228.724258791,625228.730320414,625228.747118727,625228.747146369,625228.748247552,625228.748376514,625242.766923618
