client_send_time,network_time,server_receive_time,image_save_time,image_preprocessed_time,image_predicted_time,qoe_computed_time,event_produced_time,response_create_time,client_receive_time
779348.4032789,0.787,779334.446436287,779334.448255099,779334.453644417,779334.470784712,779334.470809589,779334.471803099,779334.471922663,779348.432658952
779348.432735447,0.787,779334.475900747,779334.477773179,779334.483635648,779334.501035591,779334.50106182,779334.502040391,779334.502164615,779348.462825345
779348.462903111,0.787,779334.506195899,779334.508133173,779334.513663827,779334.530910863,779334.530936711,779334.531959325,779334.532101733,779348.492767284
779348.492846553,0.787,779334.535946937,779334.537764797,779334.543100665,779334.55980038,779334.55982669,779334.560797977,779334.560913765,779348.521559081
779348.521659309,0.787,779334.564698716,779334.566556751,779334.571884683,779334.58922292,779334.589249842,779334.590240956,779334.59036022,779348.551137396
779348.551262271,0.787,779334.594219912,779334.596081764,779334.601840577,779334.61929353,779334.619319209,779334.620307427,779334.620440979,779348.581127716
779348.581192818,0.787,779334.624254954,779334.626154928,779334.632043015,779334.649503522,779334.649528709,779334.650489366,779334.650611717,779348.611285642
779348.611363959,0.787,779334.654516242,779334.656431004,779334.661859666,779334.678794084,779334.678820323,779334.679757877,779334.679877692,779348.640602445
779348.64069496,0.787,779334.684050111,779334.685941289,779334.691402924,779334.710035626,779334.710062798,779334.711065163,779334.711188525,779348.671882362
779348.671946873,0.787,779334.714912431,779334.716856127,779334.722947987,779334.742049511,779334.742076061,779334.743099928,779334.743240091,779348.703961749
779348.704054223,0.787,779334.747265022,779334.749106958,779334.754566829,779334.771552373,779334.771577069,779334.772522718,779334.772658965,779348.733337734
779348.733415541,0.787,779334.776669169,779334.778697304,779334.784685489,779334.801555866,779334.801583839,779334.802405524,779334.802537683,779348.763238986
779348.763317024,0.787,779334.806313667,779334.808136225,779334.813547666,779334.830268261,779334.830294961,779334.831236833,779334.831360145,779348.792070048
779348.792148485,0.787,779334.835108526,779334.836943128,779334.842752116,779334.85975955,779334.859787493,779334.860586285,779334.860708195,779348.821384276
779348.821460048,0.787,779334.864508664,779334.866344708,779334.871812014,779334.888814399,779334.888839716,779334.889711155,779334.889829258,779348.850583158
779348.850679169,0.787,779334.894615211,779334.896688341,779334.902195361,779334.919552293,779334.91957156,779334.920516817,779334.920638196,779348.881347875
