model,client_send_at,server_receive_at,image_preprocessed_at,image_predicted_at,image_save_at,qoe_computed_at,broker_produced_at,client_receive_at
mobilenet_v3_small,1731689254.3433478,1731689254.3538485,1731689254.3606284,1731689254.3809462,1731689254.3543196,1731689254.3809628,1731689254.3819158,1731689254.3778877
mobilenet_v3_small,1731689254.3780267,1731689254.3881726,1731689254.394916,1731689254.4137566,1731689254.3886714,1731689254.4137733,1731689254.4147751,1731689254.4106386
mobilenet_v3_small,1731689254.410757,1731689254.4207225,1731689254.426772,1731689254.4443078,1731689254.4211426,1731689254.444326,1731689254.4452026,1731689254.4411578
mobilenet_v3_small,1731689254.4412928,1731689254.4520125,1731689254.4588583,1731689254.4782944,1731689254.452578,1731689254.4783206,1731689254.479241,1731689254.475348
mobilenet_v3_small,1731689254.4754908,1731689254.4860165,1731689254.49267,1731689254.5117736,1731689254.4865422,1731689254.511797,1731689254.5127392,1731689254.5087163
mobilenet_v3_small,1731689254.50884,1731689254.5189598,1731689254.5255704,1731689254.5436757,1731689254.5194154,1731689254.5436997,1731689254.5446553,1731689254.5406656
mobilenet_v3_small,1731689254.5408053,1731689254.5511453,1731689254.557939,1731689254.5760307,1731689254.5516515,1731689254.5760512,1731689254.576992,1731689254.5730255
mobilenet_v3_small,1731689254.5731566,1731689254.5838504,1731689254.5905366,1731689254.6090376,1731689254.5843525,1731689254.6090608,1731689254.609885,1731689254.605988
mobilenet_v3_small,1731689254.6061275,1731689254.6162233,1731689254.6226578,1731689254.6408067,1731689254.6167214,1731689254.6408315,1731689254.6416757,1731689254.6376824
mobilenet_v3_small,1731689254.6378326,1731689254.6485877,1731689254.65527,1731689254.6732984,1731689254.6490486,1731689254.6733196,1731689254.6742008,1731689254.6703913
mobilenet_v3_small,1731689254.670629,1731689254.6815617,1731689254.6884987,1731689254.707572,1731689254.682048,1731689254.707594,1731689254.708568,1731689254.7046165
mobilenet_v3_small,1731689254.7047834,1731689254.7148097,1731689254.7210858,1731689254.7393494,1731689254.715249,1731689254.7393713,1731689254.740271,1731689254.7361398
mobilenet_v3_small,1731689254.7362745,1731689254.7468476,1731689254.7538643,1731689254.7727098,1731689254.7473307,1731689254.7727299,1731689254.773569,1731689254.7694356
mobilenet_v3_small,1731689254.76963,1731689254.7799847,1731689254.787248,1731689254.8095796,1731689254.78049,1731689254.8095982,1731689254.8106234,1731689254.8066087
mobilenet_v3_small,1731689254.8067684,1731689254.8169558,1731689254.823615,1731689254.8413801,1731689254.8177083,1731689254.8413982,1731689254.8421924,1731689254.8380034
mobilenet_v3_small,1731689254.8382976,1731689254.8493526,1731689254.8558207,1731689254.875456,1731689254.8498337,1731689254.8754876,1731689254.8765554,1731689254.8725781
mobilenet_v3_small,1731689254.8727086,1731689254.8830712,1731689254.8907692,1731689254.914943,1731689254.8835704,1731689254.9149663,1731689254.9160616,1731689254.912127
mobilenet_v3_small,1731689254.912283,1731689254.9232252,1731689254.9299653,1731689254.953341,1731689254.9237564,1731689254.9533668,1731689254.9545114,1731689254.9504375
mobilenet_v3_small,1731689254.9505992,1731689254.960965,1731689254.967738,1731689254.9869113,1731689254.9615097,1731689254.986932,1731689254.9882066,1731689254.9842694
mobilenet_v3_small,1731689254.98441,1731689254.9950697,1731689255.0023897,1731689255.0353987,1731689254.9955895,1731689255.0354576,1731689255.0365715,1731689255.0325062
mobilenet_v3_small,1731689255.032669,1731689255.04267,1731689255.049229,1731689255.0720723,1731689255.0431254,1731689255.0720963,1731689255.0731146,1731689255.0689704
mobilenet_v3_small,1731689255.0691676,1731689255.080105,1731689255.0900033,1731689255.1132846,1731689255.0830877,1731689255.113306,1731689255.1143575,1731689255.110413
mobilenet_v3_small,1731689255.1105874,1731689255.1206796,1731689255.1275492,1731689255.1602552,1731689255.1211162,1731689255.160274,1731689255.1612716,1731689255.157523
mobilenet_v3_small,1731689255.1578953,1731689255.1687438,1731689255.1759,1731689255.20502,1731689255.1691937,1731689255.205044,1731689255.206084,1731689255.2024143
mobilenet_v3_small,1731689255.2027385,1731689255.2141438,1731689255.2216585,1731689255.2429845,1731689255.2146945,1731689255.2430086,1731689255.244061,1731689255.24043
mobilenet_v3_small,1731689255.2407258,1731689255.2517242,1731689255.258138,1731689255.2771895,1731689255.2521725,1731689255.2772129,1731689255.2781577,1731689255.274484
mobilenet_v3_small,1731689255.274798,1731689255.2860897,1731689255.2926111,1731689255.3235023,1731689255.2865965,1731689255.3235257,1731689255.3245785,1731689255.320948
mobilenet_v3_small,1731689255.3211782,1731689255.3317719,1731689255.3383834,1731689255.3563137,1731689255.3322568,1731689255.3563366,1731689255.3573868,1731689255.3536234
mobilenet_v3_small,1731689255.3538756,1731689255.3641958,1731689255.3713589,1731689255.3916943,1731689255.364689,1731689255.3917148,1731689255.392819,1731689255.3890407
mobilenet_v3_small,1731689255.3893533,1731689255.3997328,1731689255.40593,1731689255.4228039,1731689255.4001591,1731689255.422824,1731689255.4238012,1731689255.4200075
mobilenet_v3_small,1731689255.4203455,1731689255.430459,1731689255.4365973,1731689255.453674,1731689255.4309008,1731689255.453694,1731689255.4546149,1731689255.450663
mobilenet_v3_small,1731689255.4509006,1731689255.460962,1731689255.466957,1731689255.4841914,1731689255.4613793,1731689255.4842117,1731689255.485138,1731689255.4812858
mobilenet_v3_small,1731689255.4815824,1731689255.4917634,1731689255.4978378,1731689255.5153475,1731689255.4921782,1731689255.5153646,1731689255.5163968,1731689255.5123556
mobilenet_v3_small,1731689255.512533,1731689255.5228038,1731689255.5289733,1731689255.5461001,1731689255.5232332,1731689255.5461185,1731689255.5471365,1731689255.543307
mobilenet_v3_small,1731689255.5434933,1731689255.5543172,1731689255.560924,1731689255.5784993,1731689255.5548365,1731689255.57852,1731689255.579373,1731689255.5755339
mobilenet_v3_small,1731689255.5758057,1731689255.586233,1731689255.5926907,1731689255.6100993,1731689255.5867412,1731689255.6101167,1731689255.6110957,1731689255.607244
mobilenet_v3_small,1731689255.6074486,1731689255.6178882,1731689255.6240633,1731689255.6412807,1731689255.6183023,1731689255.6413,1731689255.6423,1731689255.6384542
mobilenet_v3_small,1731689255.6387563,1731689255.6491365,1731689255.6552303,1731689255.6738384,1731689255.6496065,1731689255.6738565,1731689255.6748078,1731689255.6709473
mobilenet_v3_small,1731689255.6711595,1731689255.6817968,1731689255.688981,1731689255.7084794,1731689255.6823075,1731689255.708506,1731689255.7093837,1731689255.7058454
mobilenet_v3_small,1731689255.706126,1731689255.7166808,1731689255.7228966,1731689255.7403622,1731689255.7171314,1731689255.7403862,1731689255.7414057,1731689255.737473
mobilenet_v3_small,1731689255.7377653,1731689255.7480478,1731689255.7542856,1731689255.7710888,1731689255.7485182,1731689255.7711074,1731689255.772085,1731689255.768333
mobilenet_v3_small,1731689255.7687044,1731689255.7789614,1731689255.7850263,1731689255.8019829,1731689255.779372,1731689255.8020034,1731689255.8029075,1731689255.7990599
mobilenet_v3_small,1731689255.799268,1731689255.809835,1731689255.816102,1731689255.832944,1731689255.810309,1731689255.8329632,1731689255.833781,1731689255.8298433
mobilenet_v3_small,1731689255.8300655,1731689255.8405437,1731689255.8465352,1731689255.8630276,1731689255.8409803,1731689255.863045,1731689255.8639588,1731689255.8599858
mobilenet_v3_small,1731689255.860268,1731689255.8708375,1731689255.8771515,1731689255.8940787,1731689255.8712952,1731689255.8940985,1731689255.8949766,1731689255.8910723
mobilenet_v3_small,1731689255.8914657,1731689255.9018595,1731689255.9079137,1731689255.9247692,1731689255.9022717,1731689255.9247887,1731689255.9256191,1731689255.9216478
mobilenet_v3_small,1731689255.921897,1731689255.9328074,1731689255.9391215,1731689255.9569697,1731689255.9332724,1731689255.9569905,1731689255.9579911,1731689255.9542613
mobilenet_v3_small,1731689255.9545116,1731689255.9650488,1731689255.9713042,1731689255.987971,1731689255.9655259,1731689255.9879885,1731689255.9889805,1731689255.984978
mobilenet_v3_small,1731689255.9851785,1731689255.9952364,1731689256.0011618,1731689256.0186086,1731689255.9956634,1731689256.0186334,1731689256.01957,1731689256.0173872
mobilenet_v3_small,1731689256.0180728,1731689256.0296655,1731689256.0361834,1731689256.0532827,1731689256.0301054,1731689256.0533023,1731689256.0543132,1731689256.050994
mobilenet_v3_small,1731689256.0511773,1731689256.0648084,1731689256.0709038,1731689256.0876448,1731689256.0652397,1731689256.0876627,1731689256.088622,1731689256.084481
mobilenet_v3_small,1731689256.08468,1731689256.0945392,1731689256.1004982,1731689256.1279643,1731689256.0949552,1731689256.127984,1731689256.1290405,1731689256.124877
mobilenet_v3_small,1731689256.125021,1731689256.1352625,1731689256.1417477,1731689256.1587188,1731689256.1357386,1731689256.158744,1731689256.1596289,1731689256.1554642
mobilenet_v3_small,1731689256.155643,1731689256.1651714,1731689256.171558,1731689256.1877124,1731689256.1656382,1731689256.1877325,1731689256.188684,1731689256.1844928
mobilenet_v3_small,1731689256.1846573,1731689256.1941679,1731689256.2002542,1731689256.2162662,1731689256.1946294,1731689256.2162843,1731689256.2171977,1731689256.2136467
mobilenet_v3_small,1731689256.213938,1731689256.2246382,1731689256.2310948,1731689256.261417,1731689256.2250574,1731689256.2614832,1731689256.2624154,1731689256.258928
mobilenet_v3_small,1731689256.2592313,1731689256.2694175,1731689256.2754967,1731689256.292633,1731689256.2698796,1731689256.2926564,1731689256.293515,1731689256.2912285
mobilenet_v3_small,1731689256.2914805,1731689256.302069,1731689256.3084173,1731689256.3259265,1731689256.302599,1731689256.3259451,1731689256.326856,1731689256.3231544
mobilenet_v3_small,1731689256.3234348,1731689256.3335843,1731689256.3396692,1731689256.3567858,1731689256.334009,1731689256.3568022,1731689256.3577604,1731689256.3540332
mobilenet_v3_small,1731689256.3543558,1731689256.3645852,1731689256.3712146,1731689256.3901446,1731689256.3649945,1731689256.3901622,1731689256.391168,1731689256.3876467
mobilenet_v3_small,1731689256.3880038,1731689256.3989074,1731689256.406687,1731689256.4238431,1731689256.3993404,1731689256.4238641,1731689256.4248393,1731689256.4217265
mobilenet_v3_small,1731689256.4222271,1731689256.4338133,1731689256.4406016,1731689256.4618864,1731689256.4342704,1731689256.461907,1731689256.4628725,1731689256.459673
mobilenet_v3_small,1731689256.4602268,1731689256.4721034,1731689256.478284,1731689256.5041828,1731689256.4725742,1731689256.5042055,1731689256.5050712,1731689256.5016222
mobilenet_v3_small,1731689256.5019572,1731689256.513901,1731689256.5207822,1731689256.5403364,1731689256.514372,1731689256.5403564,1731689256.5414078,1731689256.5381074
mobilenet_v3_small,1731689256.53837,1731689256.5492325,1731689256.5560982,1731689256.5752795,1731689256.5497572,1731689256.575298,1731689256.5763896,1731689256.5727856
mobilenet_v3_small,1731689256.5731645,1731689256.5854135,1731689256.592377,1731689256.6223857,1731689256.5858715,1731689256.6224082,1731689256.623668,1731689256.6202774
mobilenet_v3_small,1731689256.6206565,1731689256.6318197,1731689256.6385825,1731689256.657036,1731689256.6322887,1731689256.6570554,1731689256.658057,1731689256.6543994
mobilenet_v3_small,1731689256.6547432,1731689256.6659212,1731689256.6727033,1731689256.6932592,1731689256.666414,1731689256.6932766,1731689256.6944468,1731689256.6908178
mobilenet_v3_small,1731689256.6911576,1731689256.701285,1731689256.7076735,1731689256.7260776,1731689256.7017329,1731689256.7260966,1731689256.72705,1731689256.7234747
mobilenet_v3_small,1731689256.7237928,1731689256.7349033,1731689256.7423286,1731689256.762156,1731689256.7354996,1731689256.7621799,1731689256.763221,1731689256.7598195
mobilenet_v3_small,1731689256.7601166,1731689256.770725,1731689256.7775147,1731689256.7976143,1731689256.771197,1731689256.7976341,1731689256.798537,1731689256.794753
mobilenet_v3_small,1731689256.7949486,1731689256.8065488,1731689256.8142433,1731689256.8339186,1731689256.8070872,1731689256.8339431,1731689256.8349533,1731689256.8316286
mobilenet_v3_small,1731689256.8319843,1731689256.8429334,1731689256.850181,1731689256.8704562,1731689256.8434587,1731689256.8704922,1731689256.8715856,1731689256.8680184
mobilenet_v3_small,1731689256.8683152,1731689256.8789244,1731689256.8856766,1731689256.905583,1731689256.8793736,1731689256.9056118,1731689256.906636,1731689256.9031036
mobilenet_v3_small,1731689256.9034302,1731689256.9138038,1731689256.920488,1731689256.939577,1731689256.9142413,1731689256.9396002,1731689256.9405885,1731689256.937257
mobilenet_v3_small,1731689256.937521,1731689256.9483454,1731689256.9551916,1731689256.9750848,1731689256.9488518,1731689256.9751058,1731689256.9758816,1731689256.9720073
mobilenet_v3_small,1731689256.9723227,1731689256.9820638,1731689256.9883263,1731689257.007092,1731689256.9824936,1731689257.0071173,1731689257.0081296,1731689257.004278
mobilenet_v3_small,1731689257.0045342,1731689257.0149505,1731689257.0214975,1731689257.0404723,1731689257.015394,1731689257.0404966,1731689257.0415,1731689257.0377953
mobilenet_v3_small,1731689257.0379848,1731689257.0480623,1731689257.0547533,1731689257.0736082,1731689257.0485568,1731689257.07363,1731689257.0745242,1731689257.0706923
mobilenet_v3_small,1731689257.07089,1731689257.081088,1731689257.0876389,1731689257.1070395,1731689257.0815468,1731689257.10706,1731689257.1080036,1731689257.1042573
mobilenet_v3_small,1731689257.1045725,1731689257.1147573,1731689257.1209695,1731689257.1400375,1731689257.115175,1731689257.140058,1731689257.1410584,1731689257.137308
mobilenet_v3_small,1731689257.1376164,1731689257.147831,1731689257.1541643,1731689257.1730504,1731689257.1482663,1731689257.1730697,1731689257.1740646,1731689257.1702363
mobilenet_v3_small,1731689257.170499,1731689257.1805763,1731689257.186731,1731689257.205547,1731689257.1809871,1731689257.2055662,1731689257.2065148,1731689257.2026992
mobilenet_v3_small,1731689257.2029707,1731689257.2130847,1731689257.2191603,1731689257.2376907,1731689257.2135317,1731689257.237711,1731689257.2385685,1731689257.2344697
mobilenet_v3_small,1731689257.2347405,1731689257.2446818,1731689257.2510514,1731689257.2703402,1731689257.2451172,1731689257.2703629,1731689257.2712789,1731689257.2673557
mobilenet_v3_small,1731689257.2676373,1731689257.2776756,1731689257.2839792,1731689257.3032348,1731689257.278107,1731689257.3032565,1731689257.3042939,1731689257.3006434
mobilenet_v3_small,1731689257.300969,1731689257.3110826,1731689257.3172402,1731689257.335521,1731689257.3115504,1731689257.3355427,1731689257.3365326,1731689257.3335965
mobilenet_v3_small,1731689257.334015,1731689257.3456433,1731689257.3518615,1731689257.3713236,1731689257.3460705,1731689257.3713481,1731689257.3723872,1731689257.3688846
mobilenet_v3_small,1731689257.3692522,1731689257.3807564,1731689257.3876967,1731689257.407492,1731689257.381275,1731689257.407514,1731689257.4085233,1731689257.4047363
mobilenet_v3_small,1731689257.4049475,1731689257.4157264,1731689257.4225552,1731689257.4415638,1731689257.4161847,1731689257.441579,1731689257.4425578,1731689257.438589
mobilenet_v3_small,1731689257.4388282,1731689257.4500558,1731689257.4573498,1731689257.4788156,1731689257.4506228,1731689257.478844,1731689257.4798295,1731689257.4759817
mobilenet_v3_small,1731689257.4761722,1731689257.4870234,1731689257.4944143,1731689257.5149298,1731689257.487561,1731689257.5149493,1731689257.515882,1731689257.5121984
mobilenet_v3_small,1731689257.5124068,1731689257.5231934,1731689257.5298748,1731689257.549118,1731689257.5237007,1731689257.5491345,1731689257.5501428,1731689257.54664
mobilenet_v3_small,1731689257.546901,1731689257.558266,1731689257.5655131,1731689257.5851398,1731689257.558813,1731689257.5851674,1731689257.5862045,1731689257.5824568
mobilenet_v3_small,1731689257.5826712,1731689257.5937593,1731689257.6002834,1731689257.621342,1731689257.5942094,1731689257.6213665,1731689257.622382,1731689257.6190474
mobilenet_v3_small,1731689257.6193364,1731689257.630705,1731689257.6381037,1731689257.6583529,1731689257.631211,1731689257.6583729,1731689257.659358,1731689257.6557164
mobilenet_v3_small,1731689257.6558268,1731689257.6663427,1731689257.673843,1731689257.6947815,1731689257.6668746,1731689257.6948044,1731689257.6958904,1731689257.6919572
mobilenet_v3_small,1731689257.6920729,1731689257.7026615,1731689257.7093153,1731689257.7291784,1731689257.7031314,1731689257.729198,1731689257.7301056,1731689257.726111
mobilenet_v3_small,1731689257.7262478,1731689257.7371356,1731689257.7440615,1731689257.7640834,1731689257.7377284,1731689257.7641087,1731689257.765121,1731689257.7614625
mobilenet_v3_small,1731689257.7617567,1731689257.7724922,1731689257.7790704,1731689257.799005,1731689257.7729583,1731689257.799031,1731689257.8002253,1731689257.7965698
mobilenet_v3_small,1731689257.7967212,1731689257.807736,1731689257.8143818,1731689257.8357692,1731689257.8082278,1731689257.8357923,1731689257.8370402,1731689257.8332052
mobilenet_v3_small,1731689257.8333485,1731689257.8443182,1731689257.8513458,1731689257.8722475,1731689257.844855,1731689257.8722696,1731689257.8731809,1731689257.8694851
mobilenet_v3_small,1731689257.869673,1731689257.8803053,1731689257.8873217,1731689257.909138,1731689257.8808622,1731689257.9091587,1731689257.9101548,1731689257.9062953
mobilenet_v3_small,1731689257.9064207,1731689257.9170387,1731689257.923573,1731689257.9442751,1731689257.9175546,1731689257.944298,1731689257.9455082,1731689257.9416523
mobilenet_v3_small,1731689257.941793,1731689257.9519107,1731689257.9583254,1731689257.9789753,1731689257.9523535,1731689257.9789932,1731689257.9799254,1731689257.9759476
mobilenet_v3_small,1731689257.976149,1731689257.9864066,1731689257.9942248,1731689258.014129,1731689257.9868622,1731689258.0141528,1731689258.015157,1731689258.01119
mobilenet_v3_small,1731689258.0113227,1731689258.022122,1731689258.0296466,1731689258.051857,1731689258.022721,1731689258.051884,1731689258.05312,1731689258.049363
mobilenet_v3_small,1731689258.0494747,1731689258.0596347,1731689258.0668075,1731689258.0877886,1731689258.0601213,1731689258.0878158,1731689258.0888336,1731689258.084934
mobilenet_v3_small,1731689258.085067,1731689258.095624,1731689258.1028624,1731689258.1239161,1731689258.096116,1731689258.1239407,1731689258.1250088,1731689258.1211948
mobilenet_v3_small,1731689258.1213336,1731689258.131914,1731689258.139083,1731689258.160111,1731689258.1326048,1731689258.1601365,1731689258.161057,1731689258.1584356
mobilenet_v3_small,1731689258.158917,1731689258.1708152,1731689258.1779041,1731689258.199943,1731689258.1713312,1731689258.1999714,1731689258.2010436,1731689258.1980727
mobilenet_v3_small,1731689258.1985734,1731689258.2102103,1731689258.2174451,1731689258.2387195,1731689258.2107716,1731689258.2387457,1731689258.2397406,1731689258.236694
mobilenet_v3_small,1731689258.2371461,1731689258.2487702,1731689258.2558248,1731689258.2771876,1731689258.2492764,1731689258.2772124,1731689258.278217,1731689258.275284
mobilenet_v3_small,1731689258.2757583,1731689258.2872572,1731689258.2948062,1731689258.3269222,1731689258.287934,1731689258.3269515,1731689258.3280532,1731689258.3252137
mobilenet_v3_small,1731689258.3257344,1731689258.3370936,1731689258.3448977,1731689258.3721185,1731689258.33765,1731689258.3721485,1731689258.3732655,1731689258.3703842
mobilenet_v3_small,1731689258.3708723,1731689258.3829324,1731689258.3897622,1731689258.4104102,1731689258.3834176,1731689258.4104836,1731689258.4116206,1731689258.4085097
mobilenet_v3_small,1731689258.4089832,1731689258.4215243,1731689258.429045,1731689258.450215,1731689258.4220836,1731689258.4502394,1731689258.4516654,1731689258.4486704
mobilenet_v3_small,1731689258.4491038,1731689258.4611814,1731689258.4683995,1731689258.498601,1731689258.4617205,1731689258.498628,1731689258.4996638,1731689258.4968324
mobilenet_v3_small,1731689258.4972994,1731689258.5089533,1731689258.5158072,1731689258.5355794,1731689258.5094786,1731689258.5356038,1731689258.5368927,1731689258.5338924
mobilenet_v3_small,1731689258.5343857,1731689258.546267,1731689258.5536935,1731689258.587094,1731689258.5467968,1731689258.5871227,1731689258.588215,1731689258.5853274
mobilenet_v3_small,1731689258.5858963,1731689258.5976748,1731689258.606323,1731689258.626934,1731689258.5982625,1731689258.6269603,1731689258.6280253,1731689258.6248882
mobilenet_v3_small,1731689258.625354,1731689258.6369061,1731689258.6438785,1731689258.665511,1731689258.6373951,1731689258.6655362,1731689258.6664991,1731689258.6631677
mobilenet_v3_small,1731689258.6635246,1731689258.6748102,1731689258.6819098,1731689258.7025063,1731689258.6753101,1731689258.7025316,1731689258.703527,1731689258.7007194
mobilenet_v3_small,1731689258.7011974,1731689258.712767,1731689258.719967,1731689258.740286,1731689258.713407,1731689258.7403111,1731689258.74123,1731689258.738097
mobilenet_v3_small,1731689258.7385278,1731689258.7498567,1731689258.7570038,1731689258.7766867,1731689258.7505217,1731689258.7767117,1731689258.7776215,1731689258.774643
mobilenet_v3_small,1731689258.775131,1731689258.7867455,1731689258.793896,1731689258.8135803,1731689258.787254,1731689258.8136063,1731689258.8145258,1731689258.8113675
mobilenet_v3_small,1731689258.8118467,1731689258.8229198,1731689258.8299038,1731689258.8490734,1731689258.8234,1731689258.8490977,1731689258.8500104,1731689258.8470268
mobilenet_v3_small,1731689258.8475003,1731689258.859208,1731689258.8662128,1731689258.8875365,1731689258.8597538,1731689258.887562,1731689258.888521,1731689258.8853047
mobilenet_v3_small,1731689258.8857563,1731689258.8973782,1731689258.9043906,1731689258.9250216,1731689258.8979003,1731689258.9250467,1731689258.9259322,1731689258.9229875
mobilenet_v3_small,1731689258.923448,1731689258.9350271,1731689258.9421268,1731689258.9616885,1731689258.935614,1731689258.9617136,1731689258.962754,1731689258.9598384
mobilenet_v3_small,1731689258.9602914,1731689258.9718719,1731689258.978958,1731689258.998607,1731689258.9723697,1731689258.998631,1731689259.0001087,1731689258.9970238
mobilenet_v3_small,1731689258.9974446,1731689259.0089214,1731689259.015988,1731689259.0350966,1731689259.0094552,1731689259.035121,1731689259.0360894,1731689259.0330498
mobilenet_v3_small,1731689259.0334764,1731689259.0449672,1731689259.0520585,1731689259.073952,1731689259.045508,1731689259.073977,1731689259.0751512,1731689259.0721724
mobilenet_v3_small,1731689259.0726354,1731689259.0838785,1731689259.0916128,1731689259.112975,1731689259.0843809,1731689259.1130054,1731689259.11417,1731689259.111229
mobilenet_v3_small,1731689259.1116748,1731689259.1233613,1731689259.130711,1731689259.1516228,1731689259.1240523,1731689259.1516495,1731689259.152845,1731689259.1498928
mobilenet_v3_small,1731689259.150326,1731689259.1617768,1731689259.1686423,1731689259.188874,1731689259.1622603,1731689259.1888983,1731689259.1900992,1731689259.187003
mobilenet_v3_small,1731689259.1874435,1731689259.1989443,1731689259.2066948,1731689259.2392182,1731689259.1995049,1731689259.239245,1731689259.2403722,1731689259.2373247
mobilenet_v3_small,1731689259.2377956,1731689259.2499633,1731689259.257264,1731689259.2894552,1731689259.2504892,1731689259.2894967,1731689259.2905903,1731689259.287304
mobilenet_v3_small,1731689259.287773,1731689259.2993195,1731689259.3060706,1731689259.3271317,1731689259.2998343,1731689259.3271549,1731689259.3328373,1731689259.3299394
mobilenet_v3_small,1731689259.330329,1731689259.3415656,1731689259.3480883,1731689259.3771734,1731689259.342004,1731689259.3771951,1731689259.3785217,1731689259.3756688
mobilenet_v3_small,1731689259.3761864,1731689259.3875618,1731689259.394186,1731689259.4145977,1731689259.3879955,1731689259.4146154,1731689259.4157321,1731689259.4125314
mobilenet_v3_small,1731689259.4130135,1731689259.4236364,1731689259.4300508,1731689259.4480407,1731689259.4240572,1731689259.448064,1731689259.449095,1731689259.4459543
mobilenet_v3_small,1731689259.4464364,1731689259.4574032,1731689259.4633617,1731689259.4792182,1731689259.4578552,1731689259.4792354,1731689259.4801693,1731689259.4767573
mobilenet_v3_small,1731689259.4772263,1731689259.487942,1731689259.4938796,1731689259.510048,1731689259.4883375,1731689259.510064,1731689259.5110087,1731689259.507443
mobilenet_v3_small,1731689259.5078804,1731689259.5182257,1731689259.5242023,1731689259.552614,1731689259.5186803,1731689259.5526333,1731689259.553559,1731689259.550289
mobilenet_v3_small,1731689259.550733,1731689259.5617929,1731689259.5693626,1731689259.5857537,1731689259.562225,1731689259.5857744,1731689259.586827,1731689259.5833073
mobilenet_v3_small,1731689259.5837278,1731689259.5943952,1731689259.6003032,1731689259.6165485,1731689259.5948465,1731689259.6165686,1731689259.6175125,1731689259.6141002
mobilenet_v3_small,1731689259.6145673,1731689259.625413,1731689259.6314952,1731689259.6480887,1731689259.6258817,1731689259.648107,1731689259.6491086,1731689259.6457675
mobilenet_v3_small,1731689259.6462286,1731689259.65698,1731689259.662916,1731689259.6796234,1731689259.6573942,1731689259.6796443,1731689259.6805713,1731689259.6770637
mobilenet_v3_small,1731689259.6774921,1731689259.6887736,1731689259.6949914,1731689259.713557,1731689259.6892102,1731689259.7135758,1731689259.7144213,1731689259.711154
mobilenet_v3_small,1731689259.7115858,1731689259.7230113,1731689259.7295632,1731689259.7475307,1731689259.7234764,1731689259.7475493,1731689259.7485132,1731689259.7453616
mobilenet_v3_small,1731689259.7458267,1731689259.7570283,1731689259.763551,1731689259.7812197,1731689259.7574804,1731689259.7812366,1731689259.7821765,1731689259.7790146
mobilenet_v3_small,1731689259.7794783,1731689259.7903726,1731689259.7970128,1731689259.8268352,1731689259.7908144,1731689259.826854,1731689259.8280578,1731689259.8250399
mobilenet_v3_small,1731689259.8255315,1731689259.83627,1731689259.8427458,1731689259.8643827,1731689259.836725,1731689259.8644001,1731689259.8654134,1731689259.8623803
mobilenet_v3_small,1731689259.862859,1731689259.8738823,1731689259.8799741,1731689259.8969758,1731689259.874295,1731689259.8969939,1731689259.8979304,1731689259.894928
mobilenet_v3_small,1731689259.8953738,1731689259.9062986,1731689259.912693,1731689259.932321,1731689259.9067645,1731689259.9323378,1731689259.9332862,1731689259.93003
mobilenet_v3_small,1731689259.9304535,1731689259.9416797,1731689259.9484842,1731689259.966243,1731689259.9421573,1731689259.966269,1731689259.9671655,1731689259.9639947
mobilenet_v3_small,1731689259.964417,1731689259.9751828,1731689259.9816177,1731689259.9988065,1731689259.975663,1731689259.9988241,1731689259.999662,1731689259.9962852
mobilenet_v3_small,1731689259.9967852,1731689260.0074172,1731689260.0136852,1731689260.0306861,1731689260.0078638,1731689260.030702,1731689260.0316713,1731689260.0278666
mobilenet_v3_small,1731689260.0281823,1731689260.0381444,1731689260.0441935,1731689260.060678,1731689260.0385756,1731689260.0606942,1731689260.0615203,1731689260.057643
mobilenet_v3_small,1731689260.0579476,1731689260.067692,1731689260.0738182,1731689260.089938,1731689260.0680797,1731689260.0899534,1731689260.09083,1731689260.0869973
mobilenet_v3_small,1731689260.087321,1731689260.0969467,1731689260.102599,1731689260.1193628,1731689260.0973332,1731689260.1193798,1731689260.1203728,1731689260.1164818
mobilenet_v3_small,1731689260.1168551,1731689260.1269004,1731689260.1329153,1731689260.1518042,1731689260.1273105,1731689260.1518285,1731689260.1527216,1731689260.149812
mobilenet_v3_small,1731689260.1503398,1731689260.1616216,1731689260.1678789,1731689260.1855342,1731689260.1620717,1731689260.1855528,1731689260.186414,1731689260.1830122
mobilenet_v3_small,1731689260.1834562,1731689260.1941347,1731689260.2001426,1731689260.2269726,1731689260.1946056,1731689260.2269971,1731689260.2279942,1731689260.2248158
mobilenet_v3_small,1731689260.225275,1731689260.2363605,1731689260.2426496,1731689260.2602174,1731689260.2368557,1731689260.2602367,1731689260.2612152,1731689260.2578087
mobilenet_v3_small,1731689260.2582393,1731689260.2692766,1731689260.275399,1731689260.2933714,1731689260.2697613,1731689260.293396,1731689260.2942379,1731689260.291105
mobilenet_v3_small,1731689260.2915177,1731689260.3028138,1731689260.3091028,1731689260.3270917,1731689260.303265,1731689260.3271098,1731689260.3281338,1731689260.324924
mobilenet_v3_small,1731689260.3254972,1731689260.3364785,1731689260.3425436,1731689260.3593009,1731689260.3369203,1731689260.3593168,1731689260.3603551,1731689260.357423
mobilenet_v3_small,1731689260.3579028,1731689260.3689015,1731689260.3753054,1731689260.3931286,1731689260.3693209,1731689260.3931453,1731689260.3941295,1731689260.390934
mobilenet_v3_small,1731689260.3914013,1731689260.4022093,1731689260.408481,1731689260.428355,1731689260.4026783,1731689260.4283788,1731689260.4293227,1731689260.4263499
